1.089441844,0.894583283,0.548370859,0.686213573,0.873264548,1.015986539,1
1.045888232,0.877629456,0.770758002,0.691771574,1.011033812,0.957415034,1
0.762693675,0.930073222,0.684696786,0.457943885,1.160253424,0.727595763,1
0.910754502,0.848851,0.733239767,0.577440559,1.116478122,0.847797242,1
1.035894733,0.960509266,0.803032291,0.500428939,1.195764631,0.986484629,1
1.078085653,0.843021735,0.608101172,0.666031204,1.071204079,1.125531912,1
1.117423981,0.641495123,0.778883443,0.308264223,0.82964899,1.015948022,1
1.097754817,0.742258429,0.693492308,0.487147714,1.262300271,1.070739967,1
0.779095539,0.937164948,0.599326926,0.560424252,1.045974631,0.687849011,1
0.742106143,0.912717957,0.666372257,0.495762254,1.085288338,0.763244016,1
1.084195838,0.896867372,0.691198209,0.455652893,1.294158956,0.780890652,1
0.865099675,0.743578259,0.538309495,0.538708741,0.909979174,0.701619672,1
0.793920594,1.010075407,0.548997109,0.665572335,0.821573988,0.960220191,1
0.800681021,0.835768413,0.782923248,0.623477869,1.237665092,0.904781599,1
0.771146229,0.922011643,0.499694502,0.674435123,1.109528659,0.60756582,1
0.635101233,0.650082245,0.677847573,0.710965425,0.95468278,1.035627773,1
0.703123731,0.835411253,0.588771037,0.692700274,1.273086604,0.821596797,1
0.929314254,0.742746749,0.534641773,0.668546805,1.113884692,0.73264595,1
0.85485057,0.701983344,0.865974649,0.809372862,1.168715615,0.85419803,1
0.52755598,0.943278992,0.697089011,0.730722842,1.094517244,0.961032764,1
0.792433823,0.700509064,0.711276143,0.66553659,1.207222198,0.942205066,1
0.943498292,0.914350098,0.724430335,0.444643138,1.141313871,0.792399657,1
0.846322878,0.928864808,0.60773938,0.587216836,0.898705282,0.971222413,1
1.051197932,0.969086181,0.616523508,0.607725753,1.285616919,1.05288281,1
0.950746046,0.57099894,0.712914561,0.517968426,0.729625072,1.054688029,1
1.000971989,0.8785501,0.664719035,0.616330676,1.196619476,0.989884693,1
1.027057036,0.72477452,0.719778423,0.567149551,0.963122274,1.022286361,1
0.999212459,0.943191304,0.704679176,0.700903629,1.084458199,0.844295195,1
0.850370922,0.566615893,0.585656262,0.663910913,0.929865005,1.079192604,1
1.081122243,0.670492889,0.782451311,0.549598268,1.04345488,0.973775631,1
1.017865914,0.928359005,0.578440584,0.711609981,0.768451824,0.845945068,1
0.830940386,0.530239562,0.736322539,0.538048205,1.155424956,1.052589719,1
