,power
913,0.13723280545804603
914,0.1315123684108594
915,0.10171972589386709
916,0.09894645087956461
917,0.0988795712570332
918,0.1295773179989506
919,0.15389474875137144
920,0.1014878765357582
921,0.11360646413844978
922,0.11390965176059216
923,0.09915377770941197
924,0.10859049244859399
925,0.10995483674823477
926,0.10658410377265168
927,0.10038436276398993
928,0.09969773197266744
929,0.10906310844781597
930,0.11410806130743537
931,0.10819813199640972
932,0.11048541508698395
933,0.11633292341698026
934,0.12036799397637539
935,0.12551995423204504
936,0.16150564979544593
937,0.1853972802844168
938,0.19722605618947225
939,0.20357962032995625
940,0.2193721285303733
941,0.21612846683759987
942,0.2175752960050294
943,0.20640639904228383
944,0.15327499758258034
945,0.1548132289008028
946,0.16311521937770188
947,0.2073003566634537
948,0.21049497329970407
949,0.23892104219630456
950,0.16879107000986757
951,0.15873683342264555
952,0.14792908642156963
953,0.16438816152654973
954,0.18236317474224178
955,0.18856960371315667
956,0.1957301819655197
957,0.22910980157094663
958,0.22635659044340356
959,0.24729660025798816
960,0.24315675162329387
961,0.26198113604513484
962,0.2841272083860359
963,0.2541383856429515
964,0.21503609966958684
965,0.16590632895801274
966,0.20639079379702654
967,0.21691541706271944
968,0.2494590413865038
969,0.25057147244127626
970,0.22145654343260224
971,0.2086089679443183
972,0.19269830574409577
973,0.19300149336623817
974,0.1845924954932888
975,0.18746608994138844
976,0.1733790121155223
977,0.13591081825267515
978,0.10852584214681364
979,0.11459628255191465
980,0.11622145737942792
981,0.10818475607190343
982,0.10210762770454927
983,0.09835568088053716
984,0.09835122223903506
985,0.1012694031021556
986,0.12177915401178814
987,0.13329359569094595
988,0.16218113398301318
989,0.17020668868678243
990,0.16262031017096942
991,0.12335305446202732
992,0.12585658166545313
993,0.13075885799700548
994,0.11744981311325484
995,0.10331369023086572
996,0.11607432220985882
997,0.10182227464841527
998,0.10077226457467212
999,0.1098612052766908
1000,0.11596954413455962
1001,0.11795809824449355
1002,0.11287970557360845
1003,0.11372015949675318
1004,0.11199243591469174
1005,0.12419127906442101
1006,0.11958104375125578
1007,0.11939378080816783
1008,0.1091076948628369
1009,0.1165759193788444
1010,0.12050844118369133
1011,0.11938709284591469
1012,0.11462749304242932
1013,0.1277381283793368
1014,0.12787411694515066
1015,0.12488682713874766
1016,0.0991025033321379
1017,0.09989168287800854
1018,0.10530447366155068
1019,0.13123593263772956
1020,0.11691031749150145
1021,0.10249552951523146
1022,0.10346305472118587
1023,0.1260928896650641
1024,0.14111405288561887
1025,0.11659375394485277
1026,0.12033009552360757
1027,0.12170558642700359
1028,0.1385971497576868
1029,0.17419271418965449
1030,0.18749284179040096
1031,0.20775736741741835
1032,0.2423185270209002
1033,0.26329866460900364
1034,0.2859106649868735
1035,0.32492377813019624
1036,0.3247721843191251
1037,0.33236970943869326
1038,0.3429991107796855
1039,0.32697029457965743
1040,0.3050315490686038
1041,0.2445523064134493
1042,0.18261731730786115
1043,0.18828647997777373
1044,0.20728252209744533
1045,0.20461179583769099
1046,0.27597458239945694
1047,0.3466797193396641
1048,0.2963572620262798
1049,0.36614614813780655
1050,0.33414647807727776
1051,0.3149765489390245
1052,0.32559257435551037
1053,0.38827661523345036
1054,0.42427791604210857
1055,0.41447559269975487
1056,0.48271510088930397
1057,0.455450508103999
1058,0.3972563192186677
1059,0.4147497991521336
1060,0.36341745953852506
1061,0.3433825539488656
1062,0.3455048673038623
1063,0.3506635155217851
1064,0.4642072800141117
1065,0.4842265803585138
1066,0.42855375324261674
1067,0.4391831545836089
1068,0.4745647042234761
1069,0.4756347781839787
1070,0.4225056060450262
1071,0.4042207172449386
1072,0.39743020623724934
1073,0.3500459936737451
1074,0.3425175774974593
1075,0.32593143110966954
1076,0.24064653645761497
1077,0.2115873404677171
1078,0.19296359491347034
1079,0.19136071329346754
1080,0.25032847647941214
1081,0.2767749085490829
1082,0.35786199222691595
1083,0.395894204239778
1084,0.3999537973274346
1085,0.39766651423686034
1086,0.4529581275043284
1087,0.41592465118793537
1088,0.4555909553113149
1089,0.4823428043238791
1090,0.4875215164285614
1091,0.5230435132757444
1092,0.48087814059044126
1093,0.45496674550102173
1094,0.4527084435802112
1095,0.43473120104376806
1096,0.40029711272309576
1097,0.35053421491822434
1098,0.29594483768733615
1099,0.2575670809580618
1100,0.33137543238372635
1101,0.36233846829501826
1102,0.43649013511634405
1103,0.47798448225558215
1104,0.44579086128971224
1105,0.44974790562282074
1106,0.46988313064627735
1107,0.5605585228743636
1108,0.5381850598168557
1109,0.5846708561176881
1110,0.595572234590308
1111,0.5237435199915733
1112,0.3918034006616067
1113,0.3807281351704051
1114,0.49861238716502015
1115,0.564892322414399
1116,0.5019853494613543
1117,0.4406143785057811
1118,0.48463454605595546
1119,0.5704121205939914
1120,0.6984999736661487
1121,0.6871928588168381
1122,0.6583744294680535
1123,0.6409857276098867
1124,0.6592037367874429
1125,0.6174998334976064
1126,0.5685238859178546
1127,0.5578833379731072
1128,0.45243646644858343
1129,0.4525189513163721
1130,0.4938483287200328
1131,0.6338050854707643
1132,0.6616916587456114
1133,0.6974165237811398
1134,0.7516291458051011
1135,0.7227326902300296
1136,0.827301209378641
1137,0.7905486274768799
1138,0.8158692525672718
1139,0.8068538794500377
1140,0.7899266469873377
1141,0.8227400191219987
1142,0.8187807454681392
1143,0.840908983243032
1144,0.833703818575648
1145,0.8293521844696042
1146,0.8312827762400109
1147,0.8249960917220583
1148,0.8205731193519811
1149,0.8386105535487024
1150,0.879558717103934
1151,0.861543576114723
1152,0.8098144174074282
1153,0.8189769256942314
1154,0.7555349157609355
1155,0.763288493333077
1156,0.7663560386865177
1157,0.744753920608872
1158,0.6649397790798869
1159,0.7530090953499992
1160,0.7726427232044704
1161,0.7334445764388106
1162,0.6734758482356459
1163,0.6992178149479857
1164,0.7325327842516323
1165,0.7477924847925491
1166,0.7416507061234148
1167,0.7894428843843606
1168,0.7420653597831095
1169,0.7487845325267651
1170,0.7827125650369496
1171,0.8331241951803757
1172,0.8181387010918377
1173,0.811321438235136
1174,0.7855170505417669
1175,0.7309633424428952
1176,0.6921330336011584
1177,0.73980928718305
1178,0.7955645991667357
1179,0.7782739874216149
1180,0.7345458608898279
1181,0.7445755749487885
1182,0.7044567187129462
1183,0.6838243551620061
1184,0.7044745532789547
1185,0.6622356130088669
1186,0.6248432160515554
1187,0.6134469283722029
1188,0.7549954201391821
1189,0.7247636014342336
1190,0.7669512673270472
1191,0.6251776141642124
1192,0.6100226916985948
1193,0.5403519595868734
1194,0.48727183250444406
1195,0.4983560152786498
1196,0.5382497101186361
1197,0.4832746603978168
1198,0.3643782967822264
1199,0.4692812140434946
1200,0.5362789905747106
1201,0.6803332388658665
1202,0.7235798321154276
1203,0.680353302752626
1204,0.7157593749207547
1205,0.7667751509877145
1206,0.8170909203388456
1207,0.8202030521073073
1208,0.8354471474029667
1209,0.814783573361512
1210,0.7939572589052308
1211,0.8559078532560761
1212,0.8479982232313614
1213,0.8374981224939301
1214,0.8355474668367637
1215,0.8410917875446177
1216,0.8152116029457129
1217,0.7541393609707799
1218,0.7656582612914399
1219,0.7928894142654792
1220,0.793353112981697
1221,0.7920110618895668
1222,0.8074290442038078
1223,0.799798079272974
1224,0.7112316244753782
1225,0.6612190427463895
1226,0.7867855340491126
1227,0.8544052910698705
1228,0.8138806984573379
1229,0.8540329945044456
1230,0.8364102139674191
1231,0.8488676583242698
1232,0.8865075098849476
1233,0.8266680822853435
1234,0.8047427126987962
1235,0.836829326268616
1236,0.8528447665441375
1237,0.9066471935499063
1238,0.8931308218363083
1239,0.8810635086108908
1240,0.884828831359409
