timeStamp,*.*..www00...www.denominator,us-east-1.*..cloudfront00...cloudfront.monolith,us-east-1.*..webserver-elb00...webserver-elb.elb,us-east-1.zoneA..webserver09...webserver.monolith,us-east-1.*..appserver-elb00...appserver-elb.elb,us-east-1.zoneB..appserver04...appserver.monolith,us-east-1.zoneB..rdsmysql01...rdsmysql.store,us-east-1.*..content-s300...content-s3.store,us-east-1.zoneB..webserver10...webserver.monolith,us-east-1.zoneA..rdsmysql00...rdsmysql.store,us-east-1.zoneB..webserver01...webserver.monolith,us-east-1.zoneA..appserver03...appserver.monolith,us-east-1.zoneA..webserver06...webserver.monolith,us-east-1.zoneC..appserver02...appserver.monolith,us-east-1.zoneB..webserver07...webserver.monolith,us-east-1.zoneA..webserver00...webserver.monolith,us-east-1.zoneA..webserver03...webserver.monolith,us-east-1.zoneA..appserver00...appserver.monolith,us-east-1.zoneB..appserver01...appserver.monolith,us-east-1.zoneC..webserver11...webserver.monolith,us-east-1.zoneB..webserver04...webserver.monolith,us-east-1.zoneC..appserver05...appserver.monolith,us-east-1.zoneC..webserver08...webserver.monolith,us-east-1.zoneC..webserver02...webserver.monolith,us-east-1.zoneC..webserver05...webserver.monolith,tag
2490,0.1328,0.0868,0.1325,0,0.054,0,0.0065,0.019,0,0,0.093,0,0.104,0.024,0,0,0,0.02,0,0,0,0,0,0,0,0
2491,0.16375,0.1195,0.117,0,0.057,0,0.008666667,0.007,0,0,0,0.022,0,0,0.083,0.086,0,0.022,0.025,0,0,0,0,0.08,0,0
2492,0.10575,0.0585,0.123,0,0.061,0,0,0.008333333,0.084,0.021,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0
2493,100.1696667,100.1256667,300.297,0,300.242,0,0,0.0055,0,0,300.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2494,0.077,0.0285,0,0,0,0,0,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2495,0.2075,0.164,0.12525,0.082,0.06175,0.024,0.007,0,0,0.015,0,0.028,0,0,0,0,0,0,0.021,0.086,0,0.036,0.1,0,0,0
2496,0.14025,0.075,0.14,0,0.062,0,0,0.012,0,0.016,0,0,0,0,0.099,0,0,0.031,0,0,0,0,0,0,0,0
2497,0.142,0.106,0.117333333,0,0.053666667,0.025,0,0.0125,0,0.008,0,0.024,0,0,0.08,0,0,0,0.019,0,0,0,0,0.082,0.087,0
2498,0.064,0.022,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2499,0.161666667,0.110333333,0.118,0,0.056,0,0.0095,0.008,0,0.006,0,0,0,0.03,0,0,0,0.024,0,0,0,0,0,0.085,0.08,0
2500,0.10275,0.069,0.125,0,0.057,0.028,0.012,0.007,0,0,0,0,0,0,0,0,0.085,0,0,0,0,0,0,0,0,0
2501,134.243,100.59725,134.031,0,0,0,0,0.013,0,0,0,0,150.525,0,120.827,0,0,0,0,0,0,0,0,130.556,0,1
2502,23.70233333,23.65266667,70.698,0,0,0,0,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,70.655,0,0,0,0,0
2503,41.065,40.981,40.915,0,0,0,0,0,0,0,0,0,0,0,40.83,0,0,0,0,0,0,0,0,0,0,0
2504,0.442666667,0.383666667,0.522,0.818,0.28725,0.165,0.023333333,0.02,0,0.0246,0,0,0,0.107,0.098,0,0,0.125,0.319,0,0,0.088,0,0,0,0
2505,0.13725,0.09025,0.118,0,0.0525,0,0.005,0.0095,0,0.004,0,0,0,0,0,0,0,0.0165,0,0,0.091,0,0,0,0.071,0
2506,0.198,0.1555,0.1115,0.079,0.053,0,0.01,0,0,0.01,0.081,0,0,0.024,0,0,0,0,0.024,0,0,0,0,0,0,0
2507,0.1212,0.075,0.106,0,0.049,0,0.005,0.011333333,0,0.01,0,0,0.08,0,0,0,0,0.019,0,0,0.066,0,0,0,0,0
2508,0.09125,0.0525,0.1,0,0.045,0.013,0.005,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0,0,0,0
2509,0.076,0.029,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2510,0.1246,0.0732,0.1155,0,0.053,0,0.0045,0.006333333,0,0,0,0,0,0,0,0,0,0.02,0.019,0,0,0,0,0.0835,0,0
2511,0.113333333,0.066666667,0.121,0,0.057,0,0.008,0.0055,0,0,0,0.024,0,0,0,0,0,0,0,0.084,0,0,0,0,0,0
2512,33.553,33.50366667,50.205,0,0.05,0,0.009,0.006,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0.024,0,0,0,1
2513,0.09925,0.055,0.115,0,0.043,0,0,0.010333333,0.08,0.004,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0
2514,0.12775,0.0835,0.1125,0,0.048333333,0,0.005,0.006,0,0,0.086,0.019,0,0,0,0,0,0.017,0,0,0.09,0,0,0,0.082,0
2515,0.10275,0.05875,0.118,0,0.048,0,0.005,0.012333333,0,0,0,0,0.085,0,0,0,0,0,0,0,0,0.02,0,0,0,0
2516,0.141,0.093,0.116,0,0.054,0,0,0.016,0,0.005,0,0,0,0,0,0,0.081,0.019,0,0,0,0,0,0,0,0
2517,0.115,0.070333333,0.115,0,0.053,0,0,0.0075,0,0.005,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0.086,0,0
2518,0.191333333,0.141,0.112,0,0.052666667,0,0.0045,0,0.088,0.005,0,0,0,0.019333333,0,0,0,0,0,0,0.083,0,0.072,0,0,0
2519,0.203,0.1555,0.1205,0,0.0535,0.02,0.005,0,0.0855,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0,0,0,0
2520,0.112,0.067666667,0.117,0.083,0.056,0,0,0.0075,0,0.009,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2521,0.188666667,0.144333333,0.109,0,0.051,0,0.004,0,0,0.0075,0.07,0,0,0.016,0,0,0,0.0205,0,0,0.0805,0,0,0,0,0
2522,0.07275,0.0275,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2523,75.3235,75.285,75.245,0,75.17,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0.024,150.312,0,0,1
2524,25.18225,25.128,100.399,0,100.259,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.324,0
2525,0.066333333,0.023333333,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2526,0.1165,0.0765,0.0925,0,0.0445,0,0.011,0.012,0,0.008,0,0,0,0.039,0.074,0,0.062,0,0.022,0,0,0.017,0,0,0,0
2527,0.195,0.156,0.113,0,0.049,0,0,0,0,0.008,0,0,0.074,0.023,0,0,0,0,0,0,0,0,0,0,0,0
2528,0.1568,0.127,0.123666667,0,0.057,0,0.007,0.012,0,0.005,0.088,0,0,0.0215,0,0,0,0,0.022,0,0,0,0,0,0.085,0
2529,0.2095,0.1328,0.1255,0,0.05625,0.021,0.007,0.008,0,0.011,0,0.025,0,0,0.078,0.092,0,0.026,0.02,0.082,0,0,0,0,0,0
2530,0.075,0.027,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2531,0.074,0.032,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2532,0.16875,0.12375,0.116333333,0,0.054,0,0.005333333,0.007,0,0,0,0,0.086,0,0,0,0,0.021,0.019,0,0,0,0.083,0,0.088,0
2533,0.13475,0.09,0.128,0,0.0535,0.021,0.008,0.006,0.088,0,0,0,0,0,0,0,0.086,0.025,0,0,0,0,0,0,0,0
2534,33.53666667,33.494,50.1945,0.074,50.1345,0.024,0.009,0.006,0,0,0,0,0,0,100.245,0,0,0,100.17,0,0,0,0,0,0,1
2535,0.09925,0.066333333,0.115,0,0.052,0.02,0.005,0.0085,0,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0
2536,0.153666667,0.0855,0.1095,0,0.052,0,0.013,0.006,0,0.01,0,0,0,0,0,0,0,0,0.026,0.077,0,0.026,0.08,0,0,0
2537,0.1208,0.0756,0.1155,0,0.0455,0.018,0,0.012333333,0,0.005,0,0,0.084,0,0,0,0,0,0.019,0,0,0,0,0,0.089,0
2538,0.11125,0.068,0.14,0,0.081,0,0.014,0.011,0,0,0.109,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2539,0.105666667,0.064666667,0.109,0,0.051,0,0,0.008,0,0.011,0.076,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0
2540,0.15775,0.11,0.1165,0,0.0555,0.022,0,0.007,0,0.0055,0,0,0,0,0,0,0,0,0.018,0,0.076,0,0,0,0.089,0
2541,0.109333333,0.081,0.104,0,0.051,0,0.01,0.0085,0,0.005,0,0.02,0,0,0,0,0,0,0,0,0.074,0.022,0,0.075,0,0
2542,0.1796,0.1378,0.106,0.06,0.0476,0.0195,0.004,0,0,0.008,0,0,0,0,0,0,0.076,0.017,0.022,0.079,0,0.019,0,0,0.076,0
2543,0.0535,0.0205,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2544,0.11925,0.08225,0.103,0,0.053,0,0.008,0.0105,0,0.009,0,0,0,0,0,0.086,0,0.0215,0,0,0,0,0,0,0.068,0
2545,0.1305,0.0805,0.107,0,0.044,0,0.005,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0,0.077,0,0
2546,0.092333333,0.055666667,0.096,0,0.04,0,0,0.0055,0,0.005,0,0,0,0.013,0.067,0,0,0,0,0,0,0,0,0,0,0
2547,0.14975,0.10675,0.104666667,0,0.046666667,0.019,0.004,0.012,0,0.005,0,0,0,0.0175,0,0,0.0745,0,0,0,0,0,0.077,0,0,0
2548,0.195,0.143,0.1045,0,0.048,0,0.009,0,0,0.008,0,0,0,0.023,0,0,0,0,0,0,0,0.023,0.0735,0,0,0
2549,0.120666667,0.070666667,0.118,0,0.051,0.02,0.005,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,0,0,0,0
2550,60.42033333,60.34866667,60.31133333,100.438,60.24,0,0,0,0,0.009,0,0,0,0.024,0,0,0,0,0,80.31,0.083,0,0,0,0,1
2551,6.896666667,6.84,20.435,0,20.365,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,20.401,0,0,0,0,0,0
2552,0.09975,0.0575,0.117,0,0.047,0,0.0135,0.01,0.084,0.059,0,0,0,0,0,0,0,0.02,0.102333333,0,0,0,0,0,0,0
2553,0.124,0.0815,0.103,0,0.041,0.014,0,0.006,0,0.004,0,0,0,0,0,0.076,0,0,0,0,0,0,0,0,0,0
2554,0.139,0.0964,0.109666667,0,0.050666667,0,0,0.0105,0,0.007333333,0,0,0,0,0,0,0,0.018,0.023,0.079,0,0,0,0.082,0.073,0
2555,0.1305,0.092,0.12,0,0.052,0.025,0.011,0.006,0,0,0,0,0,0,0,0,0,0,0,0.079,0,0,0,0,0,0
2556,63.783,63.73533333,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2557,27.14033333,27.091,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2558,3.627,3.577333333,0.4092,0,0.1876,0,0.009,0.006,0.35,0.0085,0,0.02,0,0.013,0.337,0.3125,0,0.025,0,0.318,0,0.042,0,0,0,0
2559,0.114666667,0.075333333,0.127,0,0.054,0,0.01,0.0175,0,0,0.086,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2560,0.193,0.162,0.124,0,0.0505,0,0,0,0,0.005,0,0.021,0,0,0,0,0,0.014,0,0.0895,0,0,0,0,0,0
2561,0.13875,0.1032,0.119333333,0,0.052333333,0.024,0.005,0.012,0.08,0.01,0,0.021,0,0.025,0,0,0.085,0,0,0,0,0,0.09,0,0,0
2562,0.118,0.070666667,0.123,0.093,0.052,0,0.005,0.011,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0
2563,0.12475,0.08175,0.1055,0,0.048,0,0.005,0.0085,0,0.01,0.073,0.0205,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0
2564,0.165666667,0.116,0.128,0,0.0595,0.021,0,0.009,0,0.0095,0,0.028,0,0,0,0,0.093,0,0,0.092,0,0,0,0,0,0
2565,0.194333333,0.146,0.115333333,0,0.055,0.02,0.005,0,0,0.0065,0,0,0.077,0,0,0,0,0,0,0,0,0.0215,0.085,0,0.083,0
2566,0.153666667,0.105,0.118,0,0.057,0,0.005,0.007,0,0.005,0.089,0.02,0,0,0,0,0,0,0.021,0,0,0,0.09,0,0,0
2567,0.15975,0.111666667,0.125,0,0.054,0,0.005,0.011,0,0,0,0.02,0,0,0.083,0,0,0.02,0,0,0,0,0.096,0,0,0
2568,0.1135,0.094,0.102,0,0.0465,0,0.005,0.005,0.076,0.005,0,0,0,0,0.073,0,0,0.014,0,0,0,0.019,0,0,0,0
2569,0.062,0.021,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2570,75.17475,75.12725,300.386,300.345,300.264,0,0,0.009333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2571,0.1625,0.11875,0.114,0,0.054666667,0,0.008,0.014,0,0.007,0,0.027,0.084,0,0,0,0,0,0.0185,0,0.08,0,0,0,0,0
2572,0.194,0.1535,0.1125,0,0.054,0.025,0.01,0,0.076,0.009,0,0,0,0,0,0,0.08,0,0,0,0,0.023,0,0,0,0
2573,0.192,0.148,0.106,0,0.049333333,0.021,0,0,0,0.009333333,0,0,0,0,0,0.069,0,0.024,0.023,0.077,0.078,0,0,0,0,0
2574,0.127,0.08525,0.112,0,0.0555,0,0,0.006,0,0.012,0,0,0,0,0,0.079,0,0.029,0,0,0.083,0,0,0,0,0
2575,20.2935,20.248,40.391,0,40.321,0,0,0.006,0,0,0,0,0,0,0,0,40.349,0,0,0,0,0,0,0,0,0
2576,0.1486,0.102,0.119333333,0,0.057666667,0.028,0.0065,0.009,0,0.005,0,0,0,0.033333333,0,0,0,0,0,0,0.083,0.022,0.0885,0,0,0
2577,37.7315,37.6815,150.586,0,0,0,0,0.007333333,150.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2578,53.88933333,53.808,80.58,0,0,0,0,0.005,0,0,0,0,70.43,0,0,90.485,0,0,0,0,0,0,0,0,0,0
2579,0.08,0.027,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2580,0.2886,0.246,0.475,0,0.2102,0.083,0.014666667,0.01,0,0.035,0,0.085,0,0.027,0,0.074,0,0.016,0,0,0,0.083,0.794,0,0,0
2581,0.208,0.151,0.1205,0.091,0.0565,0,0.005,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0.088,0
2582,0.142333333,0.098666667,0.1065,0,0.046,0.017,0.004,0.006,0,0.005,0,0,0,0,0,0,0,0,0.019,0.077,0.081,0,0,0,0,0
2583,0.072,0.025,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2584,0.091,0.05325,0.131,0,0.054,0,0,0.006333333,0,0.005,0,0,0,0,0,0,0,0,0,0.098,0,0.02,0,0,0,0
2585,0.059,0.027,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2586,0.0985,0.05575,0.114,0,0.051,0,0.005,0.008666667,0,0,0,0,0,0,0,0,0,0,0.019,0.078,0,0,0,0,0,0
2587,0.143333333,0.103,0.108,0,0.0485,0.016,0.0065,0.005,0,0,0,0,0,0,0.074,0,0,0.025,0,0,0,0,0,0,0,0
2588,0.1015,0.055,0.114,0,0.051,0,0.005,0.007666667,0,0,0,0,0,0,0,0,0,0.019,0,0,0.077,0,0,0,0,0
2589,0.165,0.121,0.110666667,0,0.052333333,0,0.007,0.011,0,0.009,0.079,0.024,0,0,0,0,0,0.028,0.02,0.076,0.078,0,0,0,0,0
2590,0.13475,0.085,0.1085,0,0.0485,0,0.004,0.009,0,0.005,0.08,0,0,0.02,0,0,0,0.013,0,0,0,0,0.074,0,0,0
2591,0.129,0.0835,0.114,0,0.052,0,0.008,0.006,0,0,0.086,0,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0
2592,0.1265,0.0835,0.1115,0,0.048,0.02,0.0065,0.009,0.07,0,0,0,0.078,0,0,0,0,0,0.02,0,0,0,0,0,0,0
2593,0.118666667,0.072666667,0.12,0,0.055,0,0,0.0135,0,0.01,0,0,0,0,0,0,0,0.025,0,0,0.081,0,0,0,0,0
2594,0.0665,0.024,0,0,0,0,0,0.0055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2595,0.12775,0.0845,0.1165,0,0.0535,0,0,0.006,0,0.0055,0,0,0,0.019,0,0,0,0,0,0.089,0,0.021,0.079,0,0,0
2596,0.09875,0.0545,0.112,0,0.057,0,0.004,0.009333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0.088,0,0,0
2597,0.107,0.063333333,0.108,0,0.046,0.019,0,0.007,0,0.005,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2598,0.069,0.02475,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2599,37.7325,37.68675,50.19633333,0,50.122,0.023,0,0.017,0,0.0075,150.311,0,0.09,0,0,0,0,0,0,0,0,0.021,0,0,0.071,1
2600,0.1672,0.11725,0.118666667,0,0.052,0.02,0,0.009,0,0.005333333,0.087,0,0,0,0,0,0.086,0,0,0.089,0,0.0215,0,0,0,0
2601,0.16425,0.1272,0.1185,0,0.052,0.02,0.005,0.016,0,0.0045,0.087,0,0.084,0,0.086,0,0.084,0,0.02,0,0,0.021,0,0,0,0
2602,0.167,0.12225,0.119333333,0,0.052333333,0,0.005,0.006,0.086,0.007,0,0.042,0,0.02,0,0,0,0.025,0,0,0.082,0.02,0,0,0.085,0
2603,0.153666667,0.107,0.1165,0,0.0535,0.023,0.005,0.007,0,0.009,0,0.021,0,0,0,0.078,0,0,0,0.088,0,0,0,0,0,0
2604,20.2032,20.153,33.53633333,0,0.0555,0.022,0.006,0.0085,0,0.005,0.093,0,0,0.021,0,0.098,0,0,0,0,0,0,0,0,0,1
2605,0.1236,0.076,0.1125,0.084,0.049,0,0.006,0.010333333,0,0.005,0,0,0,0,0,0,0,0.018,0,0.072,0,0.02,0,0,0,0
2606,0.13225,0.0885,0.1135,0,0.053666667,0,0.005,0.0145,0,0,0,0,0,0.02,0,0.078,0.086,0.019,0.021,0,0,0,0,0.108,0,0
2607,0.1215,0.082,0.099,0,0.042,0.017,0.008,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0,0
2608,0.113666667,0.068666667,0.126,0,0.053,0,0,0.006,0,0.005,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0.081,0,0
2609,0.150333333,0.107,0.113,0,0.051,0,0.004,0.013,0,0,0,0,0,0.02,0,0,0,0,0,0.079,0,0.019,0,0.086,0,1
2610,23.77366667,23.72433333,23.69233333,0,23.63266667,70.239,0.005,0,0,0,0,0,0,0.019,0,0,0,0.022,0,0,0.084,0,0,70.305,0.597,0
2611,0.1746,0.1086,0.119666667,0,0.053333333,0.021,0.006333333,0.011,0,0.005,0,0.022,0,0,0.075,0,0,0.019,0,0,0,0,0.083,0,0,0
2612,0.148,0.0965,0.124,0,0.0505,0,0.005,0.01,0,0.007,0,0,0.086,0,0,0,0,0,0.0215,0.074,0,0,0,0,0,0
2613,0.16725,0.1235,0.118333333,0,0.050666667,0,0.006,0.006,0,0.0085,0.076,0.02,0.0895,0.021,0,0,0,0,0.026,0,0,0,0,0,0,0
2614,0.19825,0.1565,0.123,0,0.05625,0.016,0.005,0,0,0.005666667,0.091,0,0.072,0,0,0,0.099,0,0.021333333,0.085,0,0,0,0,0,0
2615,0.194,0.147666667,0.116666667,0.086,0.054,0.019,0.005,0,0,0.005,0,0,0.086,0,0,0,0,0.02,0,0,0,0.02,0,0,0.09,0
2616,0.368,0.1095,0.14,0.099,0.067,0,0.013,0.007,0,0,0,0,0,0,0,0,0,0,0.029,0,0,0,0,0,0,0
2617,0.1545,0.105,0.124,0,0.058,0,0,0.01,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0.086,0,0
2618,0.113,0.078333333,0.123,0,0.063,0,0.014,0.0105,0,0,0,0,0,0,0,0,0,0,0.031,0,0.09,0,0,0,0,0
2619,0.2375,0.131333333,0.1405,0,0.0625,0.037,0.019,0.008,0.105,0.006,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0
2620,0.233,0.1845,0.137,0,0.0645,0,0,0,0,0.012,0,0,0.095,0,0,0,0,0,0.028,0,0,0.033,0,0.089,0,0
2621,0.16425,0.1475,0.141333333,0,0.068666667,0,0.011,0.019,0,0,0,0,0,0.0305,0,0.113,0,0,0,0.093,0,0.024,0,0.1,0,0
2622,0.186333333,0.10925,0.1445,0.104,0.0665,0,0,0.013,0,0.0075,0,0,0,0.026,0.106,0,0,0,0,0,0,0.024,0,0,0,0
2623,33.606,33.54533333,50.2615,0,50.177,0,0.007,0.007,0,0,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0.097,100.346,1
2624,0.18525,0.178666667,0.133666667,0,0.063,0.038,0.013,0,0,0.011,0,0,0,0,0,0,0,0,0.025,0.098,0,0,0.11,0.088,0,0
2625,0.174,0.1042,0.123,0,0.052,0,0.007666667,0.0095,0,0.005,0,0,0.09,0,0,0.097,0,0.052,0.02,0,0,0.022,0.095,0,0,0
2626,0.128333333,0.082666667,0.135,0,0.057,0,0.005,0.007,0.087,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0
2627,0.162,0.109,0.146,0,0.072,0,0,0.015,0,0.007,0,0,0,0,0.108,0,0,0,0,0,0,0.024,0,0,0,0
2628,0.135333333,0.083333333,0.126,0,0.06,0,0,0.011,0,0.012,0,0,0,0,0,0,0.09,0,0.029,0,0,0,0,0,0,0
2629,0.089666667,0.032333333,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2630,0.124,0.0805,0.107,0,0.047,0,0.009,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0.069,0,0,0
2631,38.396,38.3298,0,0,0,0,0,0.015333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2632,20.42066667,20.352,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2633,0.418,0.36575,0.496833333,0.097,0.146166667,0.026,0.0105,0.013,0,0.014,0,0,0.367,0.034,0,0,0.233,0.034,0,0,0,0.025,0.72,0,0.705,0
2634,0.18525,0.1335,0.129,0,0.058333333,0.03,0,0.007,0,0.007333333,0,0.024,0,0,0,0.093,0,0.019,0,0.105,0,0,0.089,0,0,0
2635,0.135,0.079,0.13,0,0.062,0,0.007,0.017,0,0,0,0,0,0.025,0,0.094,0,0,0,0,0,0,0,0,0,0
2636,0.228666667,0.178666667,0.136,0,0.059333333,0,0.009,0,0,0.012,0,0,0,0.026,0,0,0,0.025,0.028,0.094333333,0,0,0,0,0,0
2637,0.069,0.021,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2638,0.168333333,0.120333333,0.132,0,0.064,0,0.011,0.006,0,0.006,0,0,0,0,0,0,0,0.024,0,0,0.094,0.028,0,0,0,0
2639,0.182,0.128666667,0.135,0,0.065,0,0.006,0.007,0.094,0.006,0,0.024,0,0,0,0,0,0,0,0.097,0,0.023,0,0,0,0
2640,0.12825,0.0735,0.143,0,0.066,0,0,0.012333333,0,0.007,0,0,0,0,0,0,0,0,0.025,0,0,0,0.099,0,0,0
2641,100.2416667,100.183,150.224,0,150.153,0.024,0.006,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0,0,300.265,0,1
2642,0.20525,0.141333333,0.146,0.105,0.066,0,0,0.015,0,0.0075,0.108,0.027,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0
2643,0.1875,0.1315,0.131333333,0,0.061333333,0.0225,0.005666667,0.008,0,0,0.097,0,0,0,0.092,0,0,0,0,0,0,0.023,0,0.098,0,0
2644,0.130333333,0.0985,0.132,0,0.064,0.021,0.006,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0.093,0.103,0
2645,0.066,0.024,0,0,0,0,0,0.009333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2646,0.141666667,0.109,0.128,0.098,0.060666667,0.0215,0,0.009,0,0.005666667,0,0,0,0,0,0,0,0.022,0,0.087,0,0,0,0,0,0
2647,0.21,0.113666667,0.1275,0,0.0575,0.02,0.007,0.006,0.09,0.012,0,0,0,0.037,0,0,0,0,0.026,0,0,0,0.085,0,0,0
2648,0.14625,0.10275,0.13,0.086,0.0575,0,0.0085,0.0165,0.09,0,0,0,0,0.027,0,0,0,0.021,0,0,0,0,0,0,0,0
2649,0.161,0.1142,0.128333333,0,0.059333333,0.022,0.013,0.0085,0,0.006,0,0.03,0,0,0,0,0.083,0,0.028,0,0.102,0,0,0.087,0,0
2650,0.1058,0.0606,0.138,0,0.06,0,0,0.01475,0,0.01,0,0,0,0,0,0,0,0,0,0,0.087,0.026,0,0,0,0
2651,0.118333333,0.074,0.118,0.086,0.059,0,0.012,0.009,0,0,0,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0
2652,37.6945,37.6455,150.48,150.336,0,0,0,0.006666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2653,46.88766667,46.84266667,140.44,0,0,0,0,0.01,0,0,140.409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2654,20.28166667,20.227,60.577,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,60.361,0,0,0,0,0
2655,18.4886,18.404,30.609,0,0.233833333,0,0.006,0.006,0,0.0262,0,0,0,0.045,0,0,0,0.1575,0.115,25.5575,40.57,0.045,0,0,0,0
2656,0.152,0.108666667,0.123,0,0.049,0,0,0.006,0,0.005,0,0,0,0.019,0.096,0,0,0,0,0,0,0,0,0.085,0,0
2657,0.0995,0.055,0.105,0,0.049,0,0.005,0.008333333,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0.074,0,0
2658,0.16175,0.107666667,0.1185,0,0.0485,0.021,0.005,0.005,0,0.01,0,0,0.079,0,0,0,0,0,0,0.08,0,0,0,0,0,0
2659,0.117666667,0.111666667,0.1255,0,0.051,0.02,0.005,0.006,0,0.005,0,0,0,0,0.092,0,0,0,0,0,0,0.022,0,0,0,0
2660,0.205,0.095,0.131,0,0.061,0,0,0.006,0,0.006,0,0,0.089,0,0,0,0,0,0.021,0,0,0,0,0,0,0
2661,0.128,0.0855,0.117,0,0.054,0,0.005,0.008,0,0,0.086,0.019,0,0.018,0,0,0,0,0,0,0,0,0,0.083,0,0
2662,0.1035,0.055,0.121,0,0.053,0,0,0.007,0,0.009,0,0,0,0,0,0,0,0.025,0,0,0,0,0.092,0,0,0
2663,0.176,0.13,0.099,0,0.042,0,0,0,0,0.01,0,0.02,0,0,0,0,0,0,0,0.065,0,0,0,0,0,0
2664,0.16975,0.12675,0.122,0,0.053666667,0,0.0055,0.018,0.083,0.006,0,0.021,0,0,0,0.091,0,0.0195,0,0,0.082,0,0,0,0,0
2665,0.115,0.067333333,0.121,0,0.049,0,0.004,0.0085,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0.086,0
