timeStamp,*.*..www00...www.denominator,us-east-1.*..cloudfront00...cloudfront.monolith,us-east-1.*..webserver-elb00...webserver-elb.elb,us-east-1.zoneA..webserver09...webserver.monolith,us-east-1.*..appserver-elb00...appserver-elb.elb,us-east-1.zoneB..appserver04...appserver.monolith,us-east-1.zoneB..rdsmysql01...rdsmysql.store,us-east-1.*..content-s300...content-s3.store,us-east-1.zoneB..webserver10...webserver.monolith,us-east-1.zoneA..rdsmysql00...rdsmysql.store,us-east-1.zoneB..webserver01...webserver.monolith,us-east-1.zoneA..appserver03...appserver.monolith,us-east-1.zoneA..webserver06...webserver.monolith,us-east-1.zoneC..appserver02...appserver.monolith,us-east-1.zoneB..webserver07...webserver.monolith,us-east-1.zoneA..webserver00...webserver.monolith,us-east-1.zoneA..webserver03...webserver.monolith,us-east-1.zoneA..appserver00...appserver.monolith,us-east-1.zoneB..appserver01...appserver.monolith,us-east-1.zoneC..webserver11...webserver.monolith,us-east-1.zoneB..webserver04...webserver.monolith,us-east-1.zoneC..appserver05...appserver.monolith,us-east-1.zoneC..webserver08...webserver.monolith,us-east-1.zoneC..webserver02...webserver.monolith,us-east-1.zoneC..webserver05...webserver.monolith,tag
568,0.11875,0.07675,0.104,0,0.047,0,0.008,0.007,0,0.006,0,0,0,0.03,0,0,0,0,0.0185,0,0.068,0,0,0,0.07,0
569,0.1114,0.05325,0.108,0,0.042,0,0,0.008333333,0,0.005,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0.075,0
570,0.119333333,0.08625,0.1105,0,0.051,0,0.006,0.0125,0,0.01,0,0,0,0,0,0.091,0,0,0.026,0,0,0.02,0.075,0,0,0
571,0.071,0.026,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,0.124,0.071,0.128,0,0.07,0,0.011,0.0085,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0,0.098,0,0
573,0.1485,0.0985,0.13,0,0.054,0,0,0.007,0,0.006,0,0,0.094,0,0,0,0,0,0,0,0,0.021,0,0,0,0
574,0.1455,0.0935,0.113,0,0.059,0,0.011,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0.086,0,0
575,0.152,0.105666667,0.1115,0,0.054,0,0.01,0.006,0,0.007,0,0.025,0,0,0,0,0,0,0,0,0,0.021,0.085,0,0.079,0
576,33.805,33.744,0,0,0,0,0,0.0095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
577,41.234,41.18175,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,0.079,0.0245,1.019,0,0.5245,0.065,0.011666667,0.006,0.433,0.018,0,0,0,0,1.405,0,0,0.2505,0,0,0,0,0,1.002,0.356,0
579,0.203,0.1555,0.1215,0,0.0565,0,0.009,0,0,0.007,0,0,0,0.026,0,0,0,0,0.023,0,0,0,0.093,0.083,0,0
580,0.1075,0.05925,0.114,0,0.052,0,0.007,0.010666667,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0.084,0,0,0
581,0.09875,0.05175,0.11,0,0.048,0.017,0.005,0.007333333,0,0,0,0,0,0,0.076,0,0,0,0,0,0,0,0,0,0,0
582,0.154666667,0.1026,0.120333333,0.09,0.058666667,0,0.017,0.006,0.081,0.006,0,0.02,0,0,0,0,0,0,0,0,0,0.0255,0.094,0,0,0
583,0.1345,0.103666667,0.114,0,0.0535,0,0,0.006,0.083,0.009,0,0,0,0.028,0,0,0.083,0,0.019,0,0,0,0,0,0,0
584,0.113333333,0.070333333,0.12,0,0.059,0,0,0.012,0,0.009,0,0.024,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0
585,0.161,0.11925,0.115666667,0.089,0.054,0,0,0.01,0.079,0.005333333,0,0.019,0,0,0,0,0,0,0.02,0,0,0.022,0,0.087,0,0
586,0.161,0.116666667,0.1205,0,0.0595,0,0.008,0.016,0,0,0,0,0,0.028,0,0,0,0.021,0,0.09,0,0,0.091,0,0,0
587,75.2015,75.15925,150.258,0,150.19,0,0,0.007,0.075,0.008,0,0,300.376,0,0,0,0,0.021,0,0,0,0,0,0,0,1
588,0.12775,0.092,0.1315,0.081,0.0535,0,0.009,0.008,0,0.008,0,0.024,0.112,0,0,0,0,0,0,0,0,0.022,0,0,0,0
589,0.085,0.04325,0.08,0,0.033,0,0.003,0.009,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0
590,0.12825,0.09025,0.090333333,0,0.043333333,0.017,0.003,0.004,0.079,0.0045,0.057,0,0,0.017,0,0,0,0,0,0,0,0,0.059,0,0,0
591,0.1074,0.051,0.113,0,0.05,0,0.006,0.007,0,0,0.08,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0
592,0.071,0.0825,0.107,0,0.05,0.02,0.005,0.006,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0
593,0.1146,0.07,0.0995,0,0.0475,0,0.0065,0.011333333,0,0.008,0,0,0,0.023,0.066,0,0,0.072,0,0.082,0,0.015,0,0,0,0
594,0.10425,0.072333333,0.119,0,0.052,0,0,0.013,0,0.009,0,0.025,0,0,0.081,0,0,0,0,0,0,0,0,0,0,0
595,0.137,0.075,0.1195,0,0.054,0,0,0.009666667,0,0.0075,0,0,0.089,0,0,0,0.089,0.024,0.022,0,0,0,0,0,0,0
596,0.228,0.17625,0.2805,0,0.0565,0,0.009,0.011,0,0,0,0.024,0,0,0.08,0,0,0,0,0,0,0,0,0.096,0,0
597,30.2706,0.09575,0.133,0,0.0645,0,0.006,0.0095,0.084,0.009,0,0,0,0,0,0,0,0,0.022,0,0.108,0.026,0,0,0,0
598,60.493,90.47333333,135.601,0,0,0,0,0.005,0,0,0,0,0,0,120.496,0,0,0,0,150.541,0,0,0,0,0,1
599,57.34133333,57.263,85.7795,0,0,0,0,0.006,0,0,100.66,0,0,0,0,0,0,0,0,0,0,0,70.547,0,0,0
600,2.78875,2.74125,10.822,0,0,0,0,0.009333333,0,0,0,0,0,0,10.784,0,0,0,0,0,0,0,0,0,0,0
601,0.1775,0.13075,0.127,0,0.228375,0.117,0.029,0.014,0,0.0092,0,0.147,0,0.022,0,0,0.091,0.025,0.061,0.094,0,0.042,0,0.09,0,0
602,0.2145,0.17025,0.1335,0.083,0.05375,0,0.008,0,0,0.005666667,0,0.024,0,0.022,0.089,0,0,0,0.021,0,0.09,0.022,0,0.092,0,0
603,0.115333333,0.073333333,0.121,0,0.055,0,0.006,0.014,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0.086,0
604,0.19,0.153,0.123,0.085,0.051,0,0,0,0,0.005,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,0.123333333,0.076333333,0.126,0,0.055,0,0.011,0.012,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0,0.087,0,0,0
606,0.154,0.0996,0.113666667,0,0.052,0,0.007,0.0115,0,0.005,0,0.023,0.087,0.019,0,0,0.0775,0,0.019,0,0,0,0,0,0,0
607,0.1425,0.094,0.122,0,0.057,0,0.006,0.008,0,0,0.096,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0
608,33.56666667,0.120666667,0.1305,0,0.056,0,0.005,0.015,0,0.006,0,0.0215,0.094,0,0,0,0,0,0,0,0,0,0,0,0.085,0
609,0.065,33.473,100.321,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
610,0.1036,0.0548,0.13,0,0.056,0,0.006,0.01,0,0,0,0,0.093,0.021,0,0,0,0,0,0,0,0,0,0,0,0
611,0.36,0.3155,0.2755,0.096,0.0964,0.021,0.0135,0,0,0.007,0.118,0,0,0.036,0.667,0.089,0,0,0,0,0,0.023,0,0.088,0,0
612,0.127,0.076333333,0.135,0,0.063,0,0.014,0.009,0,0,0,0.03,0,0,0.103,0,0,0,0,0,0,0,0,0,0,0
613,0.1505,0.095,0.127,0,0.06,0,0,0.007,0,0.011,0,0.026,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0
614,0.13925,0.09025,0.1225,0,0.0515,0,0.006,0.0065,0,0.006,0.088,0,0,0,0.082,0,0,0,0.021,0,0,0.021,0,0,0,0
615,0.1065,0.06025,0.126,0,0.057,0,0.006,0.008333333,0,0,0,0,0,0,0.085,0,0,0,0.022,0,0,0,0,0,0,0
616,0.162333333,0.115666667,0.1275,0.098,0.0595,0,0,0.011,0,0.011,0,0,0,0.021,0,0,0.082,0,0,0,0,0.034,0,0,0,0
617,0.161666667,0.115,0.124,0.09,0.0605,0.028,0.0085,0.007,0,0,0,0,0,0,0,0,0.092,0.021,0,0,0,0,0,0,0,0
618,0.20825,0.1635,0.12675,0,0.0535,0.022,0.006,0,0,0.008,0.0885,0.024,0,0.02,0,0.09,0.082,0,0,0,0,0,0,0,0,0
619,0.206,0.158,0.122,0,0.056,0,0.009,0,0,0,0,0,0.084,0.028,0,0,0,0,0,0,0,0,0,0,0,0
620,37.728,50.23533333,50.20333333,0,50.13166667,0,0,0,0.086,0.008,150.315,0.021,0,0,0.096,0,0,0.025,0,0,0,0,0,0,0,1
621,0.187333333,0.1045,0.1405,0,0.061,0,0,0.0095,0,0.011,0.11,0,0,0,0,0,0.097,0.027,0,0,0,0,0,0,0,0
622,0.0705,0.0275,0,0,0,0,0,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,0.2135,0.168,0.181333333,0,0.114666667,0,0.01,0.016,0,0.010333333,0,0.026,0,0.021,0,0.083,0,0,0.0625,0.184,0,0,0,0,0,0
624,0.18,0.134,0.12525,0.089,0.05475,0,0.007333333,0.007,0,0.005,0,0.0235,0,0,0,0,0.092,0.021,0,0,0,0,0.089,0.082,0,0
625,0.212,0.157666667,0.123,0,0.056666667,0.022,0.007,0,0.0895,0.009,0,0.023,0,0,0,0,0,0,0,0,0,0.026,0,0.091,0,0
626,0.11875,0.06425,0.121,0.09,0.063,0,0,0.012,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0
627,0.1035,0.05875,0.11,0.083,0.054,0,0,0.011333333,0,0.01,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0
628,0.11475,0.0635,0.118,0,0.055,0,0,0.011666667,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.088,0
629,0.2156,0.163,0.175,0,0.0765,0.035,0.006,0.009333333,0,0.012,0,0,0,0.022,0,0,0,0,0,0,0,0,0.1185,0,0,0
630,0.131,0.081666667,0.148,0.108,0.067,0,0.008,0.009,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0
631,38.3204,47.791,63.661,0,63.529,0,0,0.006,0,0.006,0,0,0,0.021,0,0.096,0,100.154,0,90.369,0,90.187,100.235,0,0,1
632,17.89475,14.2764,17.78175,0,17.6835,0,0,0.006,0,0.008,0.096,15.1445,0,0,0,0,0,0,40.146,0.085,0,0.027,0,40.333,30.469,0
633,0.07,0.03,0,0,0,0,0.01475,0.0115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,0.172,0.12425,0.119333333,0,0.064666667,0,0.0075,0.012,0,0.02,0.105,0.026,0,0.024,0,0.086,0,0,0.035,0,0,0,0,0,0.084,0
635,0.1395,0.08775,0.1135,0,0.056,0,0.009,0.01,0,0.006,0,0,0.09,0,0,0,0,0.0225,0,0,0,0,0,0,0.075,0
636,0.1325,0.086,0.107,0,0.052,0,0.005,0.01,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.08,0,0
637,0.09975,0.05725,0.11,0,0.051,0,0.009,0.011333333,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0.024,0,0,0,0
638,0.13825,0.093,0.128,0,0.056,0.021,0.005,0.0095,0,0,0,0,0,0,0.097,0,0,0,0.021,0.089,0,0,0,0,0,0
639,0.206666667,0.165666667,0.131,0,0.058333333,0,0.008,0,0,0.008,0.093,0,0.093,0.022,0,0,0,0,0.025,0,0,0.025,0,0,0,0
640,0.2,0.1525,0.1195,0,0.052,0,0.006,0,0,0.006,0.075,0.021,0,0,0,0,0,0.023,0,0,0.097,0,0,0,0,0
641,0.149,0.103333333,0.11,0.098,0.047,0,0.0075,0.008,0,0,0,0,0,0,0,0,0.066,0,0.027,0,0,0.015,0,0,0,0
642,0.1955,0.1485,0.113,0,0.056,0,0,0,0,0.013,0.095,0.031,0.073,0,0,0,0,0.024,0,0,0,0,0,0,0,0
643,0.17075,0.125,0.121,0,0.054333333,0,0.006,0.006,0,0.005,0.091,0.02,0,0,0,0,0,0.0205,0,0,0,0,0,0,0.089,0
644,0.118666667,0.077,0.12,0,0.053,0,0,0.013,0,0.005,0,0,0.085,0,0,0,0,0,0.021,0,0,0,0,0,0,0
645,0.171,0.12575,0.117,0.084,0.056,0,0.014,0.013,0.082,0.0075,0,0.024,0,0,0,0,0.091,0.0255,0,0,0,0,0,0,0,0
646,0.161666667,0.105666667,0.1135,0,0.055,0,0.006,0.006,0,0.008,0,0.024,0,0,0,0,0.086,0,0.021,0,0.083,0,0,0,0,0
647,36.3214,36.2744,36.2352,79.845,36.0656,0.026,0,0,0,0.009333333,0,0.024,0,0,0,0.098,0,0.025,0,0,100.39,0,0,0.092,0.093,1
648,0.138,0.0925,0.123,0,0.0555,0,0.006,0.009,0,0,0,0,0,0.022,0,0,0.091,0,0,0,0,0,0,0,0.084,0
649,0.1305,0.07175,0.146,0,0.061,0.025,0.01,0.012,0,0.019,0.097,0,0,0,0,0,0,0,0,0,0,0.069,0,0,0,0
650,0.19475,0.145,0.10825,0.083,0.054,0.027,0.007,0,0.075,0.005,0.085,0.02,0,0,0,0,0,0.02,0.021,0,0,0,0,0,0.085,0
651,0.1286,0.0975,0.1365,0,0.0675,0.023,0.01,0.008,0.096,0.009,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0.105,0
652,50.4265,33.59566667,0,0,0,0,0,0.0115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
653,45.3965,45.351,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,3.607666667,3.560666667,0.420666667,0,0.184666667,0,0.105,0.011,0,0.02,0,0,0.341,0.032,0,0,0,0.207,0,0,0.389,0.024,0,0.339,0,0
655,0.136,0.078,0.126,0,0.061,0,0,0.01,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0.029,0.092,0,0,0
656,0.175333333,0.121333333,0.131,0,0.066,0,0.0115,0.008,0,0,0,0,0.1,0.029,0,0,0,0,0.029,0.093,0,0,0,0,0,0
657,0.192,0.14325,0.141666667,0,0.064666667,0,0,0.01,0,0.011,0,0,0,0.02,0,0,0,0,0.026,0,0,0.038,0.106,0.089,0.116,0
658,0.179333333,0.123333333,0.1325,0,0.0625,0,0.006,0.012,0,0.013,0,0,0,0,0,0.096,0,0.0265,0,0,0,0,0,0,0.096,0
659,0.143,0.0836,0.1265,0.095,0.0565,0.022,0.006,0.007666667,0.089,0.007,0,0,0,0,0,0,0,0,0,0,0,0.024,0,0,0,0
660,0.125,0.069666667,0.116,0,0.057,0,0.005,0.01,0.087,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,0.200666667,0.152666667,0.121,0,0.057,0,0.009,0,0,0.0065,0,0.022,0.0895,0.029,0,0,0.086,0,0.022,0,0,0,0,0,0,0
662,0.20225,0.156,0.122333333,0,0.059,0.02,0.005,0,0,0.008,0.087,0,0,0,0,0,0,0,0,0,0.094,0.023,0.087,0,0,0
663,0.1265,0.107333333,0.115,0,0.054,0,0.006,0.006,0.079,0.008,0,0.021,0,0.023,0,0,0.087,0,0,0,0,0,0,0,0,0
664,0.116,0.068333333,0.118,0,0.055,0,0.006,0.009,0,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0
665,0.3685,0.2615,0.462,0,0.36,0,0.005,0.007,0,0,0,0,0.415,0,0,0,0,0,0,0,0,0.019,0,0,0,0
666,0.146666667,0.101333333,0.105,0,0.0485,0.025,0,0.018,0,0.0075,0,0.019,0,0,0.081,0.072,0,0,0,0,0,0,0,0,0,0
667,112.7865,112.73125,225.3425,0,225.2455,0,0,0.0055,225.299,0.011,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,1
668,133.6413333,133.54,400.47,0,400.366,0,0,0.0265,0,0,0,0,0,0,0,0,0,0,0,400.408,0,0,0,0,0,0
669,0.151,0.099,0.137,0,0.062,0,0.011,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0,0.106,0
670,0.1296,0.0792,0.116,0,0.055,0.026,0.0075,0.008333333,0,0,0,0,0,0,0.081,0,0,0,0,0,0,0.02,0,0,0.085,0
671,0.102,0.0525,0.113,0,0.06,0,0,0.007666667,0,0.004,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0.081,0,0
672,0.071,0.022333333,0,0,0,0,0,0.005666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,0.0625,0.022,0,0,0,0,0.021,0.0075,0,0.021,0,0,0,0,0,0,0,0,0.0795,0,0,0,0,0,0,1
674,40.355,40.30466667,120.82,0,0,0,0,0.01,0,0,0,0,0,0,0,120.748,0,0,0,0,0,0,0,0,0,0
675,30.33466667,30.285,90.786,0,0,0,0,0.0055,0,0,0,0,0,0,0,90.723,0,0,0,0,0,0,0,0,0,0
676,5.28075,5.2295,20.81,0,0.214333333,0,0.0075,0.006666667,0,0.014,0,0.0705,0,0,0,0,20.725,0,0,0,0,0.03,0,0,0,0
677,0.12775,0.06725,0.138,0,0.058,0,0,0.011,0.095,0.008,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0
678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,0.210666667,0.163333333,0.123666667,0,0.057333333,0,0.005,0,0.088,0.0055,0.087,0.0205,0,0,0.089,0,0,0.022,0,0,0,0,0,0,0,0
680,0.1828,0.1356,0.1225,0,0.0575,0.023,0.009666667,0.011,0,0.009,0,0.024,0.083,0.035,0.0945,0,0,0.021,0,0,0,0,0,0.09,0,0
681,0.18575,0.1265,0.124,0,0.059333333,0,0.005,0.009,0,0.011,0.091,0.021,0,0,0,0.1,0.083,0,0.028,0,0,0.027,0,0,0,0
682,0.1725,0.1235,0.123,0,0.057333333,0.021,0.008,0.007,0,0.005,0.09,0,0.084,0.022,0,0,0,0,0,0,0,0.025,0,0,0.09,0
683,0.209,0.162,0.1215,0,0.06,0.021,0.0055,0,0,0,0,0,0.092,0,0,0,0,0,0,0.094,0,0,0,0,0,0
684,0.1314,0.0822,0.1345,0,0.067,0.026,0.008,0.009333333,0,0,0,0,0,0,0.101,0,0,0.014,0,0,0,0,0,0,0,0
685,0.359333333,0.31,0.411,0,0.057,0,0.0085,0.006,0.088,0,0,0,0,0,0,0,0,0.023,0.025,0,0,0,0.084,0,0,0
686,0.0805,0.027,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,0.092,0.03,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,0.10025,0.0525,0.097,0,0.043,0,0,0.010333333,0,0.005,0,0,0.068,0,0,0,0,0.013,0,0,0,0,0,0,0,0
689,0.13525,0.08775,0.115,0,0.0545,0,0.008,0.008,0,0.006,0.086,0,0,0,0,0,0,0.02,0,0,0.086,0.023,0,0,0,0
690,0.135,0.0905,0.126,0,0.056,0,0.005,0.008,0,0,0.091,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0
691,0.13475,0.0885,0.1185,0.083,0.0595,0,0.012,0.0095,0,0.01,0,0.029,0,0,0,0,0,0,0.026,0,0.092,0,0,0,0,0
692,50.3805,50.332,50.2945,0,0.055,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0.022,0.091,0,0,0,0,0,1
693,20.2675,20.224,26.922,0,0.0535,0.021,0,0.011,0,0.005,0,0,0,0.022,0,0,0,0,0,0,0.083,0,0,0,0.084,0
694,0.203,0.1615,0.124,0,0.097666667,0.022,0.007,0,0,0.00825,0,0.017,0,0.022,0.086,0,0,0.065,0,0,0.089,0.0235,0.105,0.234,0.086,0
695,0.11175,0.058,0.12,0,0.051,0,0,0.006666667,0.083,0.006,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,0.0755,0.026,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,0.1516,0.1056,0.114666667,0,0.052666667,0.025,0.009,0.0155,0,0.009,0,0,0.085,0,0,0,0,0.024,0,0,0,0.023,0,0.0865,0,0
698,0.1294,0.08,0.121,0.087,0.0575,0,0.006,0.010333333,0,0.009,0,0.022,0,0,0.085,0,0,0,0,0,0,0.025,0,0,0,0
699,50.25266667,50.20266667,75.2475,0,75.1705,0.021,0.005,0.008,0,0,0,0,0,0,0,0,150.321,0,0,0,0,0,0.086,0,0,1
700,0.067,0.023,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,0.11325,0.0645,0.132,0,0.058,0,0,0.011666667,0,0.006,0,0.023,0,0,0,0,0,0,0,0,0.093,0,0,0,0,0
702,0.1355,0.0865,0.115,0,0.052,0.024,0.009,0.008,0,0.025,0,0,0,0.055,0,0,0.082,0,0,0,0,0,0,0,0,0
703,0.1355,0.086,0.118,0,0.051,0.02,0.005,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0,0
704,0.150333333,0.107666667,0.1165,0,0.0535,0.019,0.0075,0.012,0,0,0,0.026,0,0,0.073,0,0,0,0,0,0.085,0,0,0,0,0
705,0.0725,0.026,0,0,0,0,0,0.0085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,36.268,36.2192,90.477,0,90.2985,0,0,0.009333333,0,0,0,0,0,100.181,0,0,0,80.188,0,100.264,0,0,80.393,0,0,1
707,13.619,13.56866667,20.31,0,20.169,0,0.008,0.012,0,0,0,0,0,0.017,20.2775,0,0,0,0,0,0,40.25,0,0,0,0
708,0.136,0.0905,0.12,0,0.046,0,0.004,0.006,0,0.005666667,0,0,0,0.019,0,0,0,0,0,0.077,0,0,0,0,0,0
709,0.159333333,0.113666667,0.1235,0,0.062,0,0,0.007,0,0.012,0,0,0.101,0,0,0,0,0,0.034,0,0,0.021,0,0.081,0,0
710,0.2,0.155,0.121,0,0.055,0.02,0.007333333,0,0,0,0.084,0,0,0.024,0,0,0,0,0,0.091,0,0.026,0,0,0,0
711,0.207,0.155666667,0.123666667,0,0.055666667,0,0.0065,0,0.09,0.006,0,0,0,0.022,0,0,0.083,0.022,0,0.086,0,0,0,0,0,0
712,0.1565,0.1035,0.148,0,0.057,0,0.007,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0.102,0
713,0.157666667,0.112666667,0.1225,0,0.056,0.024,0.006,0.007,0,0.009,0,0,0.089,0,0,0,0,0,0,0,0,0.021,0,0,0,0
714,0.150333333,0.103333333,0.1125,0.065,0.0485,0,0.009,0.007,0,0.005,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.09,0
715,0.106333333,0.06,0.098,0,0.05,0,0,0.009,0,0.009,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0.073,0,0
716,0.073,0.029,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,0.10375,0.05875,0.12,0,0.06,0,0,0.008666667,0,0.005,0,0,0,0,0,0,0,0.02,0,0.088,0,0,0,0,0,0
718,33.57933333,33.53166667,33.49866667,0,33.44066667,0,0.005,0,0,0.005,0,0,0,0,0,0,0,0.017,0,0.085,100.258,0,0.072,0,0,1
719,0.1548,0.1068,0.120666667,0,0.053666667,0,0.0055,0.011,0.082,0.005,0,0,0.076,0,0.099,0,0,0.019,0.02,0,0,0.024,0,0,0,0
720,0.1365,0.091,0.1195,0,0.0505,0.02,0.009,0.0095,0,0.0055,0.08,0.021,0,0.022,0,0,0,0,0,0,0,0,0,0,0.085,0
721,0.1708,0.113,0.127333333,0,0.063,0,0.006,0.011,0,0.0125,0,0,0,0.026,0.089,0.087,0,0.022,0,0,0.104,0.03,0,0,0,0
722,0.1492,0.0925,0.1235,0,0.0605,0.022,0.012,0.007,0.09,0.005,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0.089,0
723,0.0755,0.064666667,0.111,0.085,0.055,0,0.009,0.0075,0,0,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0
724,0.132,0.08625,0.114,0,0.056,0,0.012,0.0095,0,0.005,0,0.0235,0.086,0,0,0,0,0,0,0,0,0,0,0,0,0
725,0.1395,0.09,0.1165,0,0.0565,0.021,0.007,0.0075,0.091,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0.081,0,0
726,0.192666667,0.152333333,0.111,0,0.052333333,0,0.005,0,0.084,0.009,0.074,0,0,0.023,0,0,0,0.02,0.025,0,0,0,0,0,0,0
727,25.6235,25.57325,0.12,0,0.054,0.02,0.005,0.0075,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0,0,0,0,1
728,66.76225,66.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,4.08,4.031333333,1.333666667,0,0.647166667,0.036,0.135,0.0095,0,0.018666667,0,0.3365,0,0,0,0,1.749,0.025,0,1.562,0.279,0.029,0,0,0.847333333,0
730,0.202,0.158,0.1235,0,0.057,0,0,0,0,0.0095,0,0.029,0,0,0,0,0.083,0.023,0,0,0,0,0.093,0,0,0
731,0.126333333,0.070666667,0.117,0,0.058,0,0,0.01,0,0.007,0,0,0.087,0,0,0,0,0.025,0,0,0,0,0,0,0,0
732,0.1495,0.091,0.116,0,0.056,0,0.01,0.006,0,0,0.082,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0
733,0.1512,0.1052,0.123,0,0.057666667,0,0.0075,0.0105,0,0.006,0,0.025,0,0,0.093,0,0.084,0,0.021,0,0,0.022,0,0,0.091,0
734,0.117666667,0.070666667,0.123,0,0.057,0,0,0.01,0,0.012,0,0,0,0,0,0.086,0,0,0.028,0,0,0,0,0,0,0
735,0.118,0.071,0.116,0,0.055,0,0.01,0.0125,0,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0
736,0.149666667,0.105666667,0.118,0,0.051,0,0.005,0.007,0,0.005,0,0.02,0.09,0,0,0,0,0.021,0,0,0,0,0,0.087,0,0
737,0.153,0.107333333,0.1105,0,0.0475,0,0,0.01,0.089,0.0055,0,0,0,0.021,0,0,0,0.018,0,0,0,0,0,0,0.075,0
738,0.1568,0.107,0.121333333,0,0.056,0,0.01,0.0135,0,0.006,0.084,0,0,0,0,0,0,0,0.0245,0,0,0.02,0,0.089,0,0
739,0.0754,0.029,0,0,0,0,0,0.0114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,0.075,0.0265,0,0,0,0,0,0.0085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,0.17725,0.12675,0.122333333,0,0.057,0,0.009,0.007,0,0.0095,0,0,0,0,0.093,0,0,0,0.0215,0.084,0,0.031,0,0.083,0,0
742,0.1365,0.0925,0.124,0.088,0.056,0,0.009,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0,0,0,0
743,0.0655,0.024,0,0,0,0,0,0.0095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,0.158666667,0.118333333,0.1115,0.088,0.0535,0,0.005,0.014,0,0.01,0,0,0,0,0,0,0.075,0.024,0,0,0,0.018,0,0,0,0
